Date,prcp,tavg,tmax,tmin,wdspavg,wdspmax,sunhour,snowf,snowdmax
2017/1/12,15.5,-2.3,-0.2,-3.1,0.9,3.1,0,30,26
2017/1/13,26,-2.4,-0.8,-4,0.8,3.1,0,34,53
2017/1/14,13,-6.1,-3.3,-9,2.3,5.2,0,13,61
2017/1/15,9,-6.5,-4.7,-8.6,2,5,0,7,62
2017/1/16,17.5,-4.3,-2,-6.2,1.4,3.9,0,18,71
2017/1/17,10,-2.6,0.4,-9,1.3,3.9,0.3,11,82
2017/1/18,0.5,-5.4,1.8,-14.3,0.7,2.8,7.1,2,68
2017/1/19,1,-2.6,-0.1,-10.1,1.6,3.6,2.1,1,64
2017/1/20,2,-5.8,-1.2,-13.4,0.4,1.4,0.5,5,58
2017/1/21,24,-2.6,-1.1,-5,1.2,3.1,0,27,84
2017/1/22,3,-4.1,-0.1,-10.2,1.1,4.1,0,7,76
2017/1/23,4,-5.8,-3.7,-7,2.3,4.1,0.2,6,77
2017/1/24,2,-6.4,-4.1,-8.8,1.7,3.5,0,4,79
2017/1/25,0,-7.1,-0.9,-13.3,1.2,3.4,6.8,0,74
2017/1/26,0,-8,3.8,-16.6,0.6,1.5,8.4,0,66
2017/1/27,1,-1.8,8.7,-11.3,1.8,7.4,2.2,1,63
2017/1/28,0,-0.8,2.6,-5.3,1.3,3.8,6.4,0,57
2017/1/29,10,-0.4,6.5,-7.3,0.5,1.7,4.4,4,51
2017/1/30,29,0.4,3.7,-3.5,2,4.4,0,20,55
2017/1/31,1,-4.5,-0.8,-8.7,2,4.7,6.8,2,55
2017/2/1,2,-4.6,5.7,-13,1.4,4.2,5.4,6,48
2017/2/2,4,-3.7,0.6,-7,3.1,4.8,1.8,7,53
2017/2/3,0.5,-1.2,2.9,-7.1,2.4,4.9,8.2,4,51
2017/2/4,0,-4.1,4.5,-11.3,0.9,3,8.7,0,44
2017/2/5,8,-2.6,0.6,-7.8,0.5,1.8,0,11,52
2017/2/6,12.5,-0.9,2.1,-3.4,2.1,4.3,0,13,59
2017/2/7,2,-4.7,-3.2,-6.5,2.5,4.1,0,4,63
2017/2/8,0,-4.9,0.2,-11.4,1.2,3.5,6,0,58
2017/2/9,2,-3,-0.4,-7,0.5,1.8,0,7,57
2017/2/10,10.5,-4,-1.4,-6.7,2,3.8,2.4,17,73
2017/2/11,17.5,-5.6,-2.9,-6.7,0.2,1.2,0,17,83
2017/2/12,5.5,-3.6,-0.1,-8.2,1.7,3.5,4.3,8,90
2017/2/13,0,-5.3,-0.1,-10.8,1.1,3.1,1.8,0,80
2017/2/14,0,-5.9,0.6,-13,1.1,3.2,4.6,2,75
2017/2/15,0,-5,2.7,-11.7,1.1,3.7,8.4,0,73
2017/2/16,0,-2.7,9.4,-12.1,0.8,1.7,9.1,0,68
2017/2/17,36,-1.2,2.6,-6.8,1.5,4.1,0.1,1,65
2017/2/18,0,-2,1.7,-4.9,2.3,3.9,1.2,2,62
2017/2/19,0,-2.4,1.5,-5.3,2,3.9,7.7,0,61
2017/2/20,47,-0.9,2.1,-3.2,1.8,5.8,0,27,83
2017/2/21,9.5,-4.7,-2.3,-8.7,2.5,4.2,2.7,15,90
2017/2/22,2,-3.3,4.6,-13.3,0.6,2.6,5.7,1,84
2017/2/23,44.5,1.9,8.5,-2.2,2.6,4.6,3.7,13,82
2017/2/24,1,-3.1,0.2,-6.7,2.6,5.9,7.7,7,80
2017/2/25,0,-1.9,3.5,-6.4,1,4.3,4.7,0,75
2017/2/26,0,-0.4,3.7,-2.8,1.5,3.6,2.6,4,74
2017/2/27,0,-2.1,2.2,-5.2,1.7,4.2,7.1,0,72
2017/2/28,0,-1.2,5.6,-6,1.5,4.5,7.9,0,70
2017/3/1,0,0.2,8.6,-7.7,1,4,7.5,0,67
2017/3/2,2,0.7,4.9,-4.2,0.7,2.1,0.2,3,64
2017/3/3,3,-0.5,3.1,-6,1.9,4.5,3.7,6,64
2017/3/4,0,0.2,9.1,-8.1,1,3.3,9.3,0,64
2017/3/5,0,1.9,7.6,-2.5,1.1,2.9,7.2,0,59
2017/3/6,0,2.4,10.3,-2.5,1.8,5.3,0,1,56
2017/3/7,2.5,-2.9,-0.8,-4.8,1.8,3.5,0,10,60
2017/3/8,5.5,-3.2,-0.6,-5.1,0.7,2.3,0,12,68
2017/3/9,6.5,-0.9,2.7,-3.5,0.9,2.7,0.4,17,72
2017/3/10,6.5,-1,1.5,-2.1,2.2,4.2,0,10,77
2017/3/11,0,-1,2.4,-4.4,1.7,4.2,8.5,2,69
2017/3/12,0,-1.4,7.1,-9.7,1,3.9,8.7,0,59
2017/3/13,0,2.6,10.7,-4.6,1,3.6,7.6,0,56
2017/3/14,0,1.2,5.2,-2.6,1.1,3.5,1.8,1,53
2017/3/15,0.5,0.7,5.9,-2.5,1.9,4.1,6.4,1,50
2017/3/16,0,0.6,3.4,-0.7,2.3,4.3,6.9,1,47
2017/3/17,0,0.1,6,-4.6,1.4,3.5,9,0,43
2017/3/18,0,1.6,8,-5.3,1.1,2.4,7.5,0,38
2017/3/19,2,4,8.6,-0.2,1.9,5,4.7,2,34
2017/3/20,0,4.1,10.4,-1.9,1.1,3,9.5,0,30
2017/3/21,11,1.5,2.9,0,1.2,4.6,0,4,25
2017/3/22,1,1.6,5.8,-1.5,2.3,4.8,8.8,5,25
2017/3/23,1,1.1,6.6,-1.4,1.3,4,3.4,5,18
2017/3/24,0.5,-0.8,3.4,-2.4,1.8,3.9,3.4,3,19
2017/3/25,0,-0.6,6.4,-6.8,1.1,3.7,10.6,0,14
2017/3/26,3.5,-0.1,3.9,-4.8,0.8,2.2,0,4,10
2017/3/27,0.5,1.1,3.8,-0.3,2.9,5,7,0,9
2017/3/28,0.5,1.1,6.3,-2.5,1.5,3.5,6.7,0,0
2017/3/29,0,3,9.3,-1,1.1,3.3,7.5,0,0
2017/3/30,0,5.5,13.4,-1.8,1.6,4.9,10.1,0,0
2017/3/31,0.5,2,4.6,0,1.5,3.2,0,0,0
2017/4/1,0,1.2,3.6,-0.1,1.6,3.3,0,0,0
2017/4/2,0,1.5,7.4,-3.2,1.4,5.1,10.9,0,0
2017/4/3,7.5,0.9,9.8,-5.6,1.2,4.1,6.2,0,0
2017/4/4,0,4,12.2,-1.6,1.4,3.7,10.7,0,0
2017/4/5,0,7.2,17,-1.5,1.1,2.9,7.9,0,0
2017/4/6,1.5,7.4,15.1,0,1.4,5.2,2.6,0,0
2017/4/7,20,9.1,18,5.3,1.1,3.2,2.7,0,0
2017/4/8,0,9,15.6,6.1,0.7,1.7,0,0,0
2017/4/9,3,5.9,10.3,0.2,1.8,4.1,0.2,0,0
2017/4/10,0,6.1,15.4,-2.1,1.2,2.8,9.9,0,0
2017/4/11,21,3.3,5.9,1,1.4,3.4,0,0,0
2017/4/12,0,4.3,7.4,-0.3,2.9,5.8,1.9,0,0
2017/4/13,0,3.3,10.3,-2.2,1.5,4.4,4.9,0,0
2017/4/14,0,8.6,18.3,-1.2,1.4,3.5,9.5,0,0
2017/4/15,4,9.9,15.9,4.7,1.7,4.5,5.1,0,0
2017/4/16,0,12.5,19.8,3.4,1.7,4.2,8.2,0,0
2017/4/17,17,11.8,21.9,3.5,2.3,6.6,4.5,0,0
2017/4/18,17,12.2,22.5,7.1,2,5.1,9.9,0,0
2017/4/19,8,6.2,12.3,3.9,1.8,5.4,2.4,0,0
2017/4/20,0,7.2,14.9,-0.6,1.2,3.7,4.4,0,0
2017/4/21,0,10.1,17.5,5.3,1.6,3.6,5.1,0,0
2017/4/22,0,5.2,8.5,-0.4,2.2,5.6,7,0,0
2017/4/23,0,4.9,11.4,-1.5,1.6,4.1,8.9,0,0
2017/4/24,0,9.9,20.6,-1.1,1.5,4.4,11.3,0,0
2017/4/25,0,13.4,20.7,7.3,1.6,3.6,8.5,0,0
2017/4/26,11,9.6,12,6.6,1.1,2.8,0,0,0
2017/4/27,0.5,7.9,13.5,2.5,1.7,3.2,8.3,0,0
2017/4/28,0,7.5,15.1,-0.5,1.4,4.2,11.1,0,0
2017/4/29,4,7.4,18.1,1.8,1.1,6.5,4.1,0,0
2017/4/30,0,13.8,23.4,0.6,1.9,4.6,10.9,0,0
2017/5/1,7.5,10.2,17.6,3,1.7,4,1.7,0,0
2017/5/2,0,8.8,18.4,-0.3,1.3,3.8,11.5,0,0
2017/5/3,0,12.2,22.8,2.6,1.4,3.7,8.1,0,0
2017/5/4,0,14.9,25.4,5.8,1.6,4.4,10.5,0,0
2017/5/5,0,14.8,24.5,6.3,1.3,4.6,8,0,0
2017/5/6,11,11.6,15.4,8.5,1.2,4.2,0,0,0
2017/5/7,0,13.5,19.7,6.7,2.7,6.6,11.5,0,0
2017/5/8,0,16.3,22.9,7.7,3.7,7.6,11.6,0,0
2017/5/9,0,13.7,21.3,5.8,1.2,3,0,0,0
2017/5/10,5.5,12.4,15.5,10.2,0.8,3.1,0,0,0
2017/5/11,8.5,13.8,20.2,10.9,1.4,4,3.4,0,0
2017/5/12,1,16.3,23.9,10.6,1,2.5,6.4,0,0
2017/5/13,30,12.3,14.8,10.9,1.2,4,0,0,0
2017/5/14,0.5,15.5,23.6,10.6,1.2,3.7,3.6,0,0
2017/5/15,0,14.2,20.6,7.9,1.6,4.4,5.3,0,0
2017/5/16,0,11.3,17.1,6.3,1.8,4.9,8.5,0,0
2017/5/17,7,11.4,18.5,6.4,1.2,4.2,5.8,0,0
2017/5/18,0,13,20.1,9.1,1.1,3.6,8.3,0,0
2017/5/19,0,15,25.6,6.5,1.2,3.8,11.5,0,0
2017/5/20,0,17.2,27.8,7.4,1.1,3.4,11.5,0,0
2017/5/21,0,18.6,30.2,9.3,1.1,3.8,11.4,0,0
2017/5/22,0,18.8,26.5,11.5,1.1,3.3,10.3,0,0
2017/5/23,0,18.6,25.9,12.8,1.3,4,8.2,0,0
2017/5/24,0,16.2,19.4,14,0.9,2.5,0,0,0
2017/5/25,12.5,15.2,19.2,12.8,0.9,2.9,1.3,0,0
2017/5/26,10.5,14.8,19.3,10.9,1.2,2.5,0.3,0,0
2017/5/27,0.5,13.8,21.7,9.1,1,3.4,8.4,0,0
2017/5/28,0,13.8,20.5,8.4,1.1,3.5,11.5,0,0
2017/5/29,0,16.2,27.9,6,1.1,3.1,11.3,0,0
2017/5/30,0,19.4,29.5,10,0.9,3.2,7.6,0,0
2017/5/31,1.5,19.4,29.5,13.1,1.1,3.4,6,0,0
2017/6/1,1,16.5,21.5,13.7,0.9,2.9,3.7,0,0
2017/6/2,16,11.9,15.8,6.6,1.2,4.5,4,0,0
2017/6/3,0,10.2,16.3,4.5,1.1,2.8,4.3,0,0
2017/6/4,0,10.7,17.2,5.4,1.1,2.5,8.4,0,0
2017/6/5,0,11.2,18.9,4,1.1,3,10.8,0,0
2017/6/6,0,14.6,24,5.3,1,3.7,10.3,0,0
2017/6/7,1.5,15.4,17.9,13.5,1.1,3.5,0,0,0
2017/6/8,0.5,15,19.1,12.5,1,3.2,0.7,0,0
2017/6/9,0,16.7,25.9,10,1,3.1,10,0,0
2017/6/10,20,11.9,22.2,7.1,1.1,3.1,2.2,0,0
2017/6/11,0,11.2,18.7,5.1,1.4,3.8,11.2,0,0
2017/6/12,0,11,17.5,4.8,1.3,3.7,9.6,0,0
2017/6/13,0.5,12.6,19.9,8.9,1.1,3.7,5.5,0,0
2017/6/14,0,14.2,22.1,9.6,1.4,4.4,9.4,0,0
2017/6/15,0,15.7,25.1,7.3,1.1,2.9,8.2,0,0
2017/6/16,0,15.8,22.1,12.1,1.3,3.7,11,0,0
2017/6/17,0,16.7,25.9,10.9,0.8,2.9,11.6,0,0
2017/6/18,0,16.2,20.3,12.3,1.1,2.7,0,0,0
2017/6/19,0,16.8,24.2,10,1.1,3.3,10.2,0,0
2017/6/20,0,20.4,31,9.4,1.2,3.8,9.7,0,0
2017/6/21,28.5,16,20.6,13.5,1.8,5.3,0,0,0
2017/6/22,0,17.9,24.3,12.8,1.4,3,9.5,0,0
2017/6/23,0,18.3,27,11.6,0.9,2.9,6.8,0,0
2017/6/24,0,19.9,26.9,13.2,0.9,2.7,6.5,0,0
2017/6/25,4.5,16.9,19.2,13.6,0.9,2.8,0,0,0
2017/6/26,0,17.3,24,13.1,0.9,3.1,9.8,0,0
2017/6/27,0,19.4,26.1,14.6,1,2.7,3.7,0,0
2017/6/28,0,20,26.6,16.6,0.8,3.2,4.2,0,0
2017/6/29,4,21,27.8,15.6,1,2.5,5.6,0,0
2017/6/30,39.5,19.1,20.6,17.4,0.5,1.4,0,0,0
2017/7/1,145.5,18.2,19.1,17.1,0.7,2,0,0,0
2017/7/2,74,19.4,23.2,17.5,0.6,1.7,0.1,0,0
2017/7/3,88,20.9,28.5,17.9,0.9,2.6,2.1,0,0
2017/7/4,113.5,19.1,20.3,17.4,0.5,1.8,0,0,0
2017/7/5,7,19.9,24.4,16.9,1.1,3.3,5.8,0,0
2017/7/6,0,20.1,25.6,16.6,1.2,3.5,9.5,0,0
2017/7/7,0,21.3,29.4,15.5,1,3.4,10.5,0,0
2017/7/8,0,22.5,30.6,15.9,0.9,3,9.4,0,0
2017/7/9,0,23.8,30.7,18,1,2.7,8.5,0,0
2017/7/10,5,24.1,32,18.9,1.3,2.9,9.8,0,0
2017/7/11,4,23.4,31.1,19.4,1,3.3,7,0,0
2017/7/12,1,23.1,29.4,20.2,0.8,2.5,1.2,0,0
2017/7/13,19,22.5,27.9,19.6,0.9,2.6,1.2,0,0
2017/7/14,0,23.5,28.7,18.7,1.1,2.8,7.2,0,0
2017/7/15,0,23.8,29.3,19.8,1.1,2.5,8.9,0,0
2017/7/16,5,20.9,24,18.8,0.6,1.9,0.2,0,0
2017/7/17,1,22.6,28.8,18.4,0.9,2.8,8.4,0,0
2017/7/18,0.5,22.2,28.3,18,0.7,2.6,4.2,0,0
2017/7/19,0,22.4,30.1,16.2,0.9,2.6,11,0,0
2017/7/20,0,25.2,32.5,19.2,0.9,2.8,10.8,0,0
2017/7/21,0,25.2,31.1,21.4,1,2.4,6.4,0,0
2017/7/22,10,23.9,29.3,19.9,0.9,3.4,3.6,0,0
2017/7/23,14.5,20.8,22,20.1,0.5,1.8,0,0,0
2017/7/24,12,21.8,24.9,20,0.5,1.7,0.3,0,0
2017/7/25,30.5,21.7,24.8,20.2,0.4,2.1,0,0,0
2017/7/26,10.5,21.5,26.9,18.7,0.7,2.3,1.5,0,0
2017/7/27,0,22.5,27.6,20,1.1,2.3,1,0,0
2017/7/28,0.5,23.4,28.5,20.6,0.8,2.4,2.1,0,0
2017/7/29,2,21.2,22.5,19.6,0.9,2,0,0,0
2017/7/30,0,22.4,25.6,19.5,1,2.2,0.8,0,0
2017/7/31,0,24.2,30.4,20.6,1,3.1,10,0,0
2017/8/1,0,21.5,26.2,17.9,0.7,2.3,0.6,0,0
2017/8/2,0,21.5,27.9,16.7,1,2.8,3,0,0
2017/8/3,0,23.1,28.7,19.7,1.3,2.7,3.7,0,0
2017/8/4,0,24.8,30.5,20.2,1.1,2.6,6.7,0,0
2017/8/5,0.5,25.7,31.5,21.6,1,2.7,6.7,0,0
2017/8/6,49.5,24.7,31.2,21.5,1,2.7,5.2,0,0
2017/8/7,3.5,23.6,28.7,20.3,1.4,4.3,5.3,0,0
2017/8/8,48,22.5,23.8,21.4,0.7,3,0,0,0
2017/8/9,5,22.5,26.7,19.7,1.1,3.6,5.6,0,0
2017/8/10,0,22.9,29.5,17.6,0.9,3,5.4,0,0
2017/8/11,15,23.6,29.4,21.2,0.9,3.7,3.4,0,0
2017/8/12,2.5,22.1,25.9,20.1,1,2.7,2,0,0
2017/8/13,0,22.1,26.6,19.9,1.2,3,4.7,0,0
2017/8/14,0,21.8,27.4,19.3,0.9,3.2,5.5,0,0
2017/8/15,4.5,20.2,23,19,0.7,2.3,0,0,0
2017/8/16,2.5,20.7,22.9,18.8,0.9,2.3,0,0,0
2017/8/17,3,22.8,28.7,19.5,1.2,2.7,3.6,0,0
2017/8/18,5,21.6,24,19.9,0.7,1.7,0.2,0,0
2017/8/19,0,22.3,27.7,19.2,0.8,2.6,5.8,0,0
2017/8/20,0,21.8,27.4,18.2,0.9,2.9,2.6,0,0
2017/8/21,0,24.1,29.7,20.2,1,2.4,6.3,0,0
2017/8/22,14,21.6,25.2,19.9,0.7,2.4,0.5,0,0
2017/8/23,10.5,21.6,24.9,19.7,0.7,2.2,1.1,0,0
2017/8/24,9.5,21.9,27.6,19.2,0.7,1.8,2.6,0,0
2017/8/25,39,21.2,24.1,19.8,0.7,2,0.8,0,0
2017/8/26,7,20.8,25.7,16.4,1,3.2,8.1,0,0
2017/8/27,0,20,27.5,13.9,0.8,2.6,8,0,0
2017/8/28,0,21.8,27.8,18.3,0.8,2.1,4,0,0
2017/8/29,1,22.6,29.2,18,0.9,2.6,4.5,0,0
2017/8/30,3.5,19.2,24.6,16.3,1.2,3.1,3.4,0,0
2017/8/31,0,18.5,24.3,13.8,1.3,3.1,1.1,0,0
2017/9/1,0,17.5,25.6,12.1,0.9,2.3,7.9,0,0
2017/9/2,0,17,22.8,14.2,1,2.9,1.9,0,0
2017/9/3,0,15.9,22,12,0.9,2.4,4.5,0,0
2017/9/4,0,16,22.6,10.6,0.8,2,3.2,0,0
2017/9/5,0,18.8,25.2,12.8,0.9,2.5,6.8,0,0
2017/9/6,19.5,17.8,19.1,16.8,0.4,1.4,0,0,0
2017/9/7,58.5,18.9,21,17.5,0.6,2.5,0,0,0
2017/9/8,6,18.3,22.8,14,1.1,3.6,7.1,0,0
2017/9/9,0,18,26.2,11.4,0.8,2.4,9.3,0,0
2017/9/10,0,18.7,25.2,13.3,0.9,2.7,10.4,0,0
2017/9/11,4.5,19.6,23.6,16.3,1.3,3.3,1,0,0
2017/9/12,14.5,18.6,23.4,16.3,1,3.1,1.4,0,0
2017/9/13,0,19.3,24.8,14.6,1,3.3,8.4,0,0
2017/9/14,0,16.3,21.1,12.9,1.1,3.3,8.2,0,0
2017/9/15,0,14.5,20.2,10.5,1,2.8,7.1,0,0
2017/9/16,0,14.6,18.3,10.3,1.1,2.5,0,0,0
2017/9/17,9.5,15.6,18.3,14,1.4,4.3,0,0,0
2017/9/18,26.5,17.2,21.1,11.7,1.3,3.3,4,0,0
2017/9/19,0,16.5,24.5,10.9,0.8,2.3,8.7,0,0
2017/9/20,2,17,23.5,12.9,1.3,5.3,3.1,0,0
2017/9/21,0,15.9,21.9,10.4,1,2.7,9.5,0,0
2017/9/22,0.5,16.3,21.1,10.9,1.2,3.2,3.6,0,0
2017/9/23,2,17.4,22.7,14.9,0.8,2.6,3,0,0
2017/9/24,0,17.8,24.5,13.8,0.7,2.6,8,0,0
2017/9/25,0,16.6,24.1,12.1,0.9,2.7,8.6,0,0
2017/9/26,0,17.1,25.9,10.9,0.9,2.4,9.2,0,0
2017/9/27,7.5,17,21.5,13.5,1,3.1,2.8,0,0
2017/9/28,21.5,12.2,16.6,7,0.9,2.8,0,0,0
2017/9/29,0,12,21.8,5.4,1,4.7,5.7,0,0
2017/9/30,0,12.4,21.5,6.7,0.6,1.9,8.1,0,0
2017/10/1,0,13.4,21.1,3.9,1,2.7,7.1,0,0
2017/10/2,17.5,15,17.8,13,0.7,2.9,0,0,0
2017/10/3,1.5,14.6,18.8,11.7,1.1,3,0.3,0,0
2017/10/4,0,9.6,13.7,4.7,1.2,2.6,5.1,0,0
2017/10/5,0,10.2,18,5,1.1,2.3,7.8,0,0
2017/10/6,14,11,16,8.1,1.2,2.8,0.3,0,0
2017/10/7,2.5,15.1,19.7,10.8,0.7,2.2,0.8,0,0
2017/10/8,0,17.8,24.1,12.9,1,2.9,9,0,0
2017/10/9,0,18.3,24.2,14.5,0.8,2.7,7.5,0,0
2017/10/10,0,18.3,22.6,15.3,0.6,2.1,3,0,0
2017/10/11,0,18.9,25.4,16,0.6,2.1,5.3,0,0
2017/10/12,4.5,13.4,17.2,10.1,1.1,2.4,0,0,0
2017/10/13,15,11.3,16.1,9.4,0.9,2.7,0.7,0,0
2017/10/14,0,12.4,16.9,10.2,0.8,2.9,1.1,0,0
2017/10/15,5.5,10.8,12.7,8.9,0.9,2.4,0,0,0
2017/10/16,12.5,9.7,11.5,8.5,0.8,1.9,0,0,0
2017/10/17,0.5,10.6,16.7,5.6,0.7,1.9,3.2,0,0
2017/10/18,0,10,15.6,5.3,1.1,2.8,5.9,0,0
2017/10/19,19.5,8.6,9.8,7.2,1,2,0,0,0
2017/10/20,0.5,11.8,15.2,8.5,0.8,2.4,0,0,0
2017/10/21,0,14.1,16.9,11.7,0.8,1.9,0,0,0
2017/10/22,73.5,13.1,14.2,11.6,0.4,2,0,0,0
2017/10/23,39.5,9.1,13.5,6.2,2.4,5,0.6,0,0
2017/10/24,0,8.8,14.9,4.2,0.9,3.4,4.9,0,0
2017/10/25,27,8.2,10.2,5.2,0.7,2.7,0,0,0
2017/10/26,0,8.6,18.1,3.5,0.8,2.5,7.2,0,0
2017/10/27,0,9.9,19.8,2.8,1,3,8.6,0,0
2017/10/28,5.5,9.5,13,6.1,1,2.1,0,0,0
2017/10/29,42,11.4,13.4,9.3,0.9,3.3,0,0,0
2017/10/30,6.5,6.5,12.2,4.1,2.2,5.7,2.2,0,0
2017/10/31,0,5,12.6,-0.7,1,2.9,8.8,0,0
2017/11/1,0,6.6,18.4,-1.1,0.6,2.2,6.6,0,0
2017/11/2,0,8.4,18.4,1.7,0.9,2.3,7.2,0,0
2017/11/3,0,8.9,18.2,2.2,0.8,2.7,8.3,0,0
2017/11/4,1.5,6.6,11.3,4.2,1.3,4.1,1.9,0,0
2017/11/5,0,4.8,11.1,-0.1,1,2.8,8.6,0,0
2017/11/6,0,6.4,18.3,-1.7,0.7,2.2,8.7,0,0
2017/11/7,0,8.3,20,-0.3,0.8,2.5,8.6,0,0
2017/11/8,0.5,9.9,16.3,3.5,1,3.8,1.8,0,0
2017/11/9,0.5,6.9,13,1.5,1.8,3.2,5,0,0
2017/11/10,0,6.7,15.8,-1.8,1.1,3.1,8.4,0,0
2017/11/11,18,6,13.4,2.4,1.8,5.2,3,0,0
2017/11/12,0,3,8.5,-0.5,1,2.3,3.8,0,0
2017/11/13,0,5.7,14.6,-1.5,1.2,4.1,7.8,0,0
2017/11/14,4.5,6.4,9.4,3,0.6,1.6,0.1,0,0
2017/11/15,1,5.9,10.4,3.1,1.2,3.5,2,0,0
2017/11/16,1.5,2,5.2,-0.1,1,2.9,0.3,0,0
2017/11/17,0,2.2,9.6,-0.8,0.8,2.5,3.8,0,0
2017/11/18,4,2.7,6.3,-0.9,1.4,4,0,0,0
2017/11/19,1,-0.5,1.8,-2.2,1.4,4,0.7,0,0
2017/11/20,14.5,-0.1,2.8,-2.9,0.6,2.4,1.6,9,9
2017/11/21,2.5,-1.4,3.4,-5.8,1,2.4,5.2,2,11
2017/11/22,3.5,-0.6,4.9,-7.5,0.5,1.4,3.3,0,0
2017/11/23,9,2.4,6.7,0,1.1,5.5,0.5,0,0
2017/11/24,19.5,-0.5,0.3,-1.1,0.4,1.5,0,26,21
2017/11/25,9,0.3,5.6,-3.8,0.9,2.5,3.4,15,31
2017/11/26,9.5,0.4,6.2,-5.2,1,2.9,2.8,1,10
2017/11/27,0,2.1,6.6,-1.8,1.1,2.7,4.2,2,3
2017/11/28,0,2,12.4,-3.8,0.9,2.1,8.2,0,0
2017/11/29,1,4.8,10.3,-2,1.2,3.5,1.8,0,0
2017/11/30,0,3.3,4.9,1.9,1.2,2.9,0,0,0
2017/12/1,1.5,0.9,3.2,-0.5,1.1,3.6,0.3,0,0
2017/12/2,0.5,0.1,5.3,-3,0.4,2.3,4.6,0,0
2017/12/3,0,1.3,10.6,-4.3,0.9,4.3,7.9,0,0
2017/12/4,0,2.1,8.8,-3.8,0.7,3.3,3.4,0,0
2017/12/5,16.5,0.5,2.5,-1.5,1.1,4.7,0,13,13
2017/12/6,2.5,-0.8,1.4,-2.2,0.7,1.6,2.5,3,15
2017/12/7,0,0.1,6,-3.2,0.7,1.7,7.2,0,3
2017/12/8,2,-0.9,1,-3.9,0.9,2.9,0,2,2
2017/12/9,0,-2.2,1.9,-5.4,0.8,2.4,2.1,0,0
2017/12/10,0.5,0.2,5.8,-5.7,0.8,2.9,5.3,0,0
2017/12/11,2,1,5.4,-2.7,1.5,4,3.8,0,0
2017/12/12,6,-3,-1.6,-4.2,1.4,3.3,0,14,11
2017/12/13,0.5,-3.1,-0.1,-4.8,1.8,3.7,1.1,2,7
2017/12/14,0,-3.6,0.5,-7.9,1.4,4.7,5.4,,
2017/12/15,0,-4.1,2.9,-10.5,0.7,3,7.2,,
2017/12/16,3.5,0.2,6.4,-5.1,0.8,2.6,4.3,,
2017/12/17,3.5,-3.6,-0.6,-4.7,1.3,3.4,0,,
2017/12/18,0,-2.1,2.8,-5.5,0.8,3.4,4.7,,
2017/12/19,1.5,-2.1,0.3,-4.5,1.3,4.3,0,,
2017/12/20,0,-2.6,3.1,-7.9,0.6,1.8,6.6,,
2017/12/21,0,-2,3.3,-7.4,0.8,3.5,4.7,,
2017/12/22,0,-3.2,6.6,-9.9,0.6,2.1,7.8,0,0
2017/12/23,1.5,-1.1,6.1,-5.6,0.7,1.6,2,2,2
2017/12/24,1.5,0.6,7.4,-6.5,1,4.1,2.4,0,0
2017/12/25,11,0.8,3.7,-2.1,2.5,5.3,2.9,0,0
2017/12/26,12.5,-2.5,-0.3,-4.4,1.9,3.9,0,23,21
2017/12/27,16,-4.9,-3.2,-5.4,3,5.9,0,22,41
2017/12/28,1.5,-4.1,-0.7,-9.4,2.9,5.6,2.2,2,41
2017/12/29,3.5,-5.4,2.3,-13.4,1.6,4.4,1.9,7,35
2017/12/30,0,-1.3,2.5,-4.5,2.1,6.5,7.9,0,34
2017/12/31,3.5,-2.3,1.5,-7.3,0.5,1.4,0.3,1,26
2018/1/1,1.5,-0.7,1.9,-2.3,2.6,4.8,0.2,4,24
2018/1/2,5,-1.9,0.4,-3.4,2.7,5.6,3.2,8,29
2018/1/3,7.5,-4.1,-1.2,-5.9,2,6.3,0.1,11,36
2018/1/4,0,-3.6,-1.1,-7.1,1.3,3.7,0.5,0,34
2018/1/5,0,-5.8,1.3,-11.1,0.6,2.3,5.4,1,29
2018/1/6,0,-5.3,0.6,-13,1.5,4.6,0,2,27
2018/1/7,0,-2.7,2,-7.1,1.4,3.1,7.9,0,26
2018/1/8,31,-2.8,0.5,-9.1,0.5,1.7,0,6,27
2018/1/9,14,0.4,5.9,-2.6,1.7,4.1,1.9,3,24
2018/1/10,9,-2.4,-1.6,-3.6,0.6,3,0,23,33
2018/1/11,4.5,-4,-1.8,-6.7,0.7,2.5,0,13,37
2018/1/12,1,-6.3,-2,-11.8,0.8,3.5,5.3,1,34
2018/1/13,7.5,-7.1,-3.5,-14.2,0.9,2.9,0,7,37
2018/1/14,0,-5.9,-0.1,-12,1.1,2.3,5,0,36
2018/1/15,0,-3.2,6.7,-14.3,0.8,3.7,7.5,0,31
2018/1/16,0,1.6,7.4,-2.1,0.9,3.4,3.5,0,28
2018/1/17,30,1.6,3.8,0.2,0.7,3.6,0,3,25
2018/1/18,0,2.9,6.2,0,1.6,4.4,2.5,0,20
2018/1/19,0,-0.5,2.2,-4.2,1.8,3.8,3.6,0,17
2018/1/20,0,-1.1,4.8,-6,1,3.4,5.1,0,17
2018/1/21,0.5,-2.5,3.9,-6.5,1.5,3.8,3.6,5,18
2018/1/22,11.5,-3,-1.8,-4.5,0.9,2.1,0,15,31
2018/1/23,9,-3.1,1.7,-5.2,1.8,5.3,0,21,41
2018/1/24,13.5,-7.1,-4.8,-10.2,2.1,4.7,0,18,57
2018/1/25,3.5,-8.1,-4.9,-10.4,2.4,5.4,1.4,5,60
