Date,prcp,tavg,tmax,tmin,wdspavg,wdspmax,sunhour,snowf,snowdmax
2018/1/26,1.5,-7.4,-5.6,-8.5,2.6,6,0,6,52
2018/1/27,0,-6.6,-3.5,-12.4,2.4,4.4,1.3,0,50
2018/1/28,0,-7.2,-0.5,-16.1,0.6,1.9,4.6,0,45
2018/1/29,0,-2.3,0.4,-4.5,2,4.7,4.4,0,43
2018/1/30,0,-4.9,-2.1,-6.9,1.4,3.6,1,0,40
2018/1/31,0,-3.7,2.9,-10.4,1.4,4.3,6.4,0,39
2018/2/1,0,-2.6,0.3,-4.8,0.7,2.4,2.2,0,37
2018/2/2,0.5,-2.1,2,-4.9,0.8,2.9,4.8,3,39
2018/2/3,0,-2.8,3.3,-8.2,1.1,4.2,6.7,1,36
2018/2/4,3.5,-4.3,1.5,-9.3,1.3,3.5,2.1,9,40
2018/2/5,4,-4.9,-1.9,-6.5,0.7,2.5,1,10,45
2018/2/6,3,-5.7,-3.3,-7.2,0.1,1.4,0,4,46
2018/2/7,3,-5.5,-0.4,-10,1,3.6,4.3,0,46
2018/2/8,0,-7,-2,-12.1,0.7,2.7,1,0,42
2018/2/9,0,-7,3.1,-16,0.7,2.7,8.5,1,41
2018/2/10,6,-2.1,6.1,-10.8,0.4,1.3,2.9,3,40
2018/2/11,0.5,-1.2,3.4,-6.2,1.9,4.4,5,2,39
2018/2/12,5,-5.7,-4,-7.3,1.3,3.2,0,13,41
2018/2/13,9,-4.9,-1.9,-6.3,1,5.7,0,12,51
2018/2/14,0,-0.1,6.1,-8.7,1.5,5.2,7.2,0,49
2018/2/15,2.5,-1,5.8,-3,2.6,4.8,0.1,2,43
2018/2/16,0,-2.1,2.4,-4.3,1.2,3.8,3.2,0,39
2018/2/17,9,-4,2.6,-7.9,2.4,5.3,0,19,56
2018/2/18,0,-6.1,-1.3,-12.2,2,4,3.1,1,56
2018/2/19,0,-5.9,1.2,-14.3,1,3.9,8.6,0,49
2018/2/20,0,-1.9,3.8,-8.7,1.4,6.7,4.8,1,45
2018/2/21,0,-3,-0.6,-5.4,1.6,3.4,0.4,1,41
2018/2/22,0,-2.8,2.4,-6.3,1.1,4.2,6.1,0,40
2018/2/23,0,-1.9,3.8,-7.8,1.5,5.4,8.2,1,40
2018/2/24,0,-1.5,4.9,-8.8,2.1,4.6,0.6,1,38
2018/2/25,0,-2.1,1.3,-5.8,1,3.6,3.1,0,37
2018/2/26,0,-1,4.3,-4.5,1.1,4,7.5,0,37
2018/2/27,0,1.4,7.7,-6.1,2.2,6.8,6.1,1,34
2018/2/28,1,3.8,8.3,0.6,1.6,3.6,3.3,1,31
2018/3/1,36,1.8,6.8,-0.9,2.4,5.2,0.2,5,31
2018/3/2,0.5,-0.3,3.1,-5.2,2.6,6.6,9.7,4,30
2018/3/3,0,0.9,12.6,-7.6,0.8,3.2,8.4,0,27
2018/3/4,0,4.2,16.6,-4.8,0.9,2.9,9.8,0,23
2018/3/5,32,2.3,7,-1.1,1.9,6,0,3,17
2018/3/6,0,-1.7,1.4,-3.8,2.7,4.8,2.9,2,14
2018/3/7,0,0.3,6.8,-4.3,1.4,2.7,6.9,0,11
2018/3/8,19.5,1.8,5.5,-1.4,1.5,3.6,0,5,7
2018/3/9,19,1.4,5.5,-1.8,3,5.2,0,0,4
2018/3/10,0,-1.5,1.3,-5.2,2.3,3.7,2,0,0
2018/3/11,0,-0.7,7.7,-7.2,1.5,4.6,3.2,0,0
2018/3/12,0,0.6,6.3,-3.1,1.8,4,10,0,0
2018/3/13,0,3.9,16.5,-5.1,1,2.9,10,0,0
2018/3/14,0,5.8,16.5,-2.3,1.1,3.9,10,0,0
2018/3/15,0,7.3,18.5,-1.2,1,3.4,8.6,0,0
2018/3/16,6.5,0.7,4.9,-2.7,2.5,5.2,0,0,0
2018/3/17,0,-0.1,5.5,-3.3,1.6,4,9,0,0
2018/3/18,0,3.3,13,-4.5,1.1,3.3,7.6,0,0
2018/3/19,5.5,3.7,7,1.2,0.9,2.9,0,0,0
2018/3/20,4.5,1,2.9,-1,1.6,4.2,0.4,0,0
2018/3/21,9.5,0.2,0.9,-1,1.7,3.1,0,6,4
2018/3/22,23.5,3.4,8.3,0.2,1.9,4.4,0.9,0,3
2018/3/23,0,3.4,7.4,0.8,2,4.5,8.9,0,0
2018/3/24,0,4.3,12.1,-0.8,1.4,4.2,7.9,0,0
2018/3/25,0,7,14.7,0.2,1.6,3.7,10.6,0,0
2018/3/26,0,7.1,19.2,-2.1,1.3,4.9,10.6,0,0
2018/3/27,0,8.5,19.6,-0.1,1.3,4.7,9.5,0,0
2018/3/28,0,8.7,20,-0.1,1.3,4.4,10.7,0,0
2018/3/29,0,8.6,18.8,0.4,1.8,4.7,7.8,0,0
2018/3/30,0,3.5,9.5,-1.9,2.1,5.2,10.8,0,0
2018/3/31,0,5.4,17.7,-3.4,1.3,3.9,10.7,0,0
2018/4/1,0,10.6,20.7,1.6,1.4,4,8.6,0,0
2018/4/2,0,11.9,19.8,5.9,1.4,4.3,9.7,0,0
2018/4/3,0,11.9,22.1,4.1,1.2,3.2,10,0,0
2018/4/4,3,9.7,22.8,2.8,2.1,5.5,7.4,0,0
2018/4/5,1,6.5,16.3,0.9,1.7,4.5,7.7,0,0
2018/4/6,11.5,11.4,19.8,7.1,2,6.5,0.9,0,0
2018/4/7,3.5,4.9,9.4,0,1.9,5.4,2.6,0,0
2018/4/8,5.5,0.6,4.9,-2,1.2,3,5,0,0
2018/4/9,5.5,2,7.6,-1.7,1.6,6.3,0.2,0,0
2018/4/10,0,6.9,17.3,-1.2,1.1,2.6,10,0,0
2018/4/11,32,8.6,18.7,3.4,1.5,5.6,0.8,0,0
2018/4/12,0.5,10.6,16.5,5.8,2.1,6.4,6.7,0,0
2018/4/13,0,5.7,10.8,1.2,2.6,4.8,10.4,0,0
2018/4/14,38.5,8,15.8,0,2.5,6.2,2.5,0,0
2018/4/15,34,8.4,14,4.1,2.2,4.9,5.3,0,0
2018/4/16,0,6,10.9,2.8,2.2,4.3,9.3,0,0
2018/4/17,6,8.8,14.9,2.6,1.3,3.1,2.1,0,0
2018/4/18,12,9,16.5,6.8,1.1,4.2,3.2,0,0
2018/4/19,0,11.8,22.5,3.6,1.4,4.3,10.3,0,0
2018/4/20,0,12.6,19.6,6.2,1.8,4.1,9.9,0,0
2018/4/21,0,15.1,28.6,3.7,1.3,3.5,11.4,0,0
2018/4/22,0,15,25.5,5.3,1.3,4.4,11.3,0,0
2018/4/23,0,15.1,24.8,7.9,1.4,4.2,9.5,0,0
2018/4/24,23,12.2,16.5,10.4,1.1,3.9,0,0,0
2018/4/25,26,12.4,19,8.1,1.7,4.7,0.9,0,0
2018/4/26,0,11.5,20.1,6.4,1.9,3.6,9.5,0,0
2018/4/27,0,12,21.2,6.1,1.3,4.7,5,0,0
2018/4/28,0,11.7,20.5,4.5,1.3,4.3,10.2,0,0
2018/4/29,0,14.3,25.7,4.6,1.2,3.8,11.2,0,0
2018/4/30,0,14.1,22.8,5.7,1.4,3.9,6.4,0,0
2018/5/1,0,15.3,25.1,5.2,1.2,3.6,10.9,0,0
2018/5/2,6,14.9,20.9,10.4,1.8,5.4,0.3,0,0
2018/5/3,14,12.2,17.7,5.5,1.6,5.3,3.5,0,0
2018/5/4,0.5,9.1,13.9,5.8,1.8,4.3,5,0,0
2018/5/5,4,11.4,20.3,3.3,1.6,4.7,8.3,0,0
2018/5/6,3.5,13.9,25.3,5.7,1.2,3.3,4.7,0,0
2018/5/7,32,11.9,13.9,9.6,0.6,1.7,0,0,0
2018/5/8,10.5,12.3,18.3,9.5,1,3,2,0,0
2018/5/9,20.5,9.5,11.9,7.3,1.1,2.7,0.1,0,0
2018/5/10,1.5,7.1,11.2,2.4,1.7,4.6,5.1,0,0
2018/5/11,0,10.7,22.5,-0.2,1.1,3.1,10.9,0,0
2018/5/12,0,13.3,23.4,5,1.2,3.8,6.5,0,0
2018/5/13,30.5,12,14.1,10.5,0.8,2.6,0.1,0,0
2018/5/14,10.5,14.2,19.7,8.3,1.6,4,9.7,0,0
2018/5/15,0,16.1,27.3,5.7,1.1,3.4,11.2,0,0
2018/5/16,0,19.4,29.7,10,1.1,3,10.4,0,0
2018/5/17,17.5,17.8,22.1,15,0.8,2.1,0.9,0,0
2018/5/18,2.5,20.7,28.8,15.2,0.7,2.4,3.5,0,0
2018/5/19,6.5,10.5,18,6.6,2.1,4.5,0.6,0,0
2018/5/20,0,11.7,20.5,5.8,1.3,3.3,10.6,0,0
2018/5/21,0,14.1,22.3,7.1,0.9,3.5,7.7,0,0
2018/5/22,0,16.5,25.5,6.6,1.3,3.7,9.5,0,0
2018/5/23,9.5,13.6,16.4,11.5,1.2,4.3,0,0,0
2018/5/24,0.5,14.8,20.4,9,1.1,3.9,10.6,0,0
2018/5/25,0,16.9,28.1,6.7,1.5,4.7,11.3,0,0
2018/5/26,0,16.1,25.8,8.8,1.1,3.2,10.1,0,0
2018/5/27,0,15.8,24,8.7,1.2,3.9,10,0,0
2018/5/28,0,17.7,24.8,12.2,1.1,3.4,5.4,0,0
2018/5/29,0,18,25.7,10.6,1.1,3.3,5.6,0,0
2018/5/30,5,15.1,18.4,11.2,0.8,2.2,0,0,0
2018/5/31,8,13.2,18.2,10.4,0.8,2.6,1.2,0,0
2018/6/1,0,13.9,20.4,9.8,1.3,3.4,9,0,0
2018/6/2,0,15.8,25.6,7.1,1.1,3.6,11.3,0,0
2018/6/3,0,18.2,27.7,10,1.1,4,11.3,0,0
2018/6/4,0,18.7,28.9,10.4,1.1,4.1,11.6,0,0
2018/6/5,0,17.5,26.1,10.9,0.9,2.5,5.7,0,0
2018/6/6,2.5,16.5,19.6,14.8,0.9,1.9,0,0,0
2018/6/7,0,19.9,28.8,12.7,1.2,3.1,11.3,0,0
2018/6/8,0,20.9,28.6,16.6,1.1,2.8,6.3,0,0
2018/6/9,0,17.6,23.5,13.5,1.4,4.3,9.9,0,0
2018/6/10,0,17,19.3,13.6,1.4,3.4,0,0,0
2018/6/11,5,17.4,20.7,15.3,0.8,2.1,0,0,0
2018/6/12,2,17,21.5,13.5,1.4,2.8,2.6,0,0
2018/6/13,0,13.7,18.6,10.4,1.4,3.1,5.8,0,0
2018/6/14,0,14.7,23.6,9.3,0.9,3.5,10.5,0,0
2018/6/15,2,13.6,18.9,11.1,0.7,2,0,0,0
2018/6/16,0.5,13.1,19,11,1.1,2.5,1.6,0,0
2018/6/17,0,17.8,26.7,12,1.2,2.7,10.1,0,0
2018/6/18,0,16.8,22.6,14.2,1.4,3,3,0,0
2018/6/19,0,19.4,27.6,11.8,1.3,2.8,6.9,0,0
2018/6/20,30.5,17.7,19.3,16.4,0.7,2.3,0,0,0
2018/6/21,0,19.3,25,13.7,0.9,3,6,0,0
2018/6/22,0,17.4,25,11.4,1,3.1,11.5,0,0
2018/6/23,1,15.2,21,10.6,1,2.7,0.4,0,0
2018/6/24,0,18.2,26.7,11.1,1,3.2,10,0,0
2018/6/25,0,20.6,28.5,13.6,1.1,3,11.3,0,0
2018/6/26,0,22.3,29.7,15.5,0.9,2.3,7.7,0,0
2018/6/27,51,20.2,22.9,18,0.7,2.6,0.1,0,0
2018/6/28,44.5,20.2,24.6,17.4,0.6,2.4,0.7,0,0
2018/6/29,22,21.6,26.6,17.9,1.5,4.2,0,0,0
2018/6/30,0,21.9,28.8,17.2,0.9,2.6,2.7,0,0
2018/7/1,0,23.3,31.1,17.7,0.9,3.5,6.6,0,0
2018/7/2,0,23.9,32.4,16.7,0.9,2.7,9.7,0,0
2018/7/3,0,23.7,30.7,18.4,0.8,2.5,5.3,0,0
2018/7/4,13.5,20.7,24.4,18,1.1,4.1,0,0,0
2018/7/5,160,19.1,20.3,17.6,0.5,1.7,0,0,0
2018/7/6,37,19.2,21.6,16.7,0.8,1.9,0,0,0
2018/7/7,33,19.6,21.5,18.3,0.8,2,0,0,0
2018/7/8,3.5,21.1,25.7,18.1,0.8,2.6,1.4,0,0
2018/7/9,8.5,22.4,29.1,17.4,1,2.6,7.6,0,0
2018/7/10,0,22.8,29.6,18.1,1,2.7,6.3,0,0
2018/7/11,1,22.6,28.3,18.2,0.9,2.6,5.2,0,0
2018/7/12,0,22,26.8,19.2,0.8,2.8,3.3,0,0
2018/7/13,0,23.4,30,18.3,0.9,2.6,9.5,0,0
2018/7/14,0,24.5,31.5,19.1,0.7,3,11.2,0,0
2018/7/15,0,25.8,33.6,20.5,1,3.1,11.4,0,0
2018/7/16,0,25.2,31.9,18.9,1,3,11.4,0,0
2018/7/17,0,24.7,31.9,19.2,1,2.9,10.1,0,0
2018/7/18,0,24.2,31.3,18.2,1,3.2,11.2,0,0
2018/7/19,0,25.2,33,19.6,0.9,3,10.7,0,0
2018/7/20,0,26.4,33,21.6,1,3,10.5,0,0
2018/7/21,0,26.2,32.5,22,1,2.5,11,0,0
2018/7/22,0,25.3,32.2,20.2,0.8,2.4,10.6,0,0
2018/7/23,0,24.7,31.5,19.1,1,2.9,11.2,0,0
2018/7/24,0,24.3,32.1,18.5,0.9,3.5,11,0,0
2018/7/25,0,24.3,32.6,17.4,0.9,2.5,10.8,0,0
2018/7/26,0,24.7,32.5,18.8,1,3,10.8,0,0
2018/7/27,0,24.6,32.1,18.8,1.1,2.7,9.7,0,0
2018/7/28,0,23.8,29.5,18.2,1.5,3.5,2.7,0,0
2018/7/29,0.5,25,29.3,21.7,2.1,5.8,5,0,0
2018/7/30,0,25,31.7,19.8,1.3,3.7,8.6,0,0
2018/7/31,0,25.5,34.2,19.6,1.2,3.3,10.5,0,0
2018/8/1,0,25.5,32.5,20.3,0.9,2.6,10.9,0,0
2018/8/2,0,24.6,32.5,17.7,1,3,9.5,0,0
2018/8/3,0,24.2,30,18.7,1,2.4,10.2,0,0
2018/8/4,0,23.6,32.5,16.6,1,3.2,11.3,0,0
2018/8/5,0,24.9,34.4,17,1,3,10.3,0,0
2018/8/6,0,23.1,30.3,19.1,1.2,3.6,6.6,0,0
2018/8/7,1,21.6,26.6,19.3,0.8,2.3,0.2,0,0
2018/8/8,0,22.5,31.5,18,1.1,3.3,6.3,0,0
2018/8/9,0,24,31.3,19.7,1.1,2.9,5.9,0,0
2018/8/10,4,24,30.3,20.5,1,3.9,5,0,0
2018/8/11,2,22.2,26.7,19.7,1,3.6,1,0,0
2018/8/12,0,24.2,29.6,18.6,1,3.3,4.6,0,0
2018/8/13,6,23.5,26.9,21.3,0.7,2.4,1.5,0,0
2018/8/14,5,24.4,32.8,20.5,1.1,2.4,6.3,0,0
2018/8/15,17,23.3,30.7,19.9,0.9,4.1,4.9,0,0
2018/8/16,33.5,20.3,24.8,17.1,0.7,2.8,0.2,0,0
2018/8/17,0,16,20.9,11.1,1.4,2.5,10.3,0,0
2018/8/18,0,16.6,25.5,9.1,0.8,2.6,10.3,0,0
2018/8/19,0,18.3,25.9,10.6,1.1,2.7,9,0,0
2018/8/20,0,21.8,30.2,14.3,1.2,2.6,8.4,0,0
2018/8/21,0,24.5,31.9,19.2,1.4,4.5,3.3,0,0
2018/8/22,0,24.8,33.7,18.4,1.1,3.6,8.4,0,0
2018/8/23,1.5,24.5,31.2,18.1,1.9,3.8,6.4,0,0
2018/8/24,0,24.7,29.8,22,2.8,6,1.6,0,0
2018/8/25,4,23.9,28.2,21.7,0.8,2,1.6,0,0
2018/8/26,0,24.5,33,19.7,1.1,5.7,6.5,0,0
2018/8/27,1,22.8,29.6,18,1,3.9,6.9,0,0
2018/8/28,18,20.9,23.4,19.7,0.6,1.6,0,0,0
2018/8/29,5.5,21.7,26.2,19.8,0.5,1.5,1.5,0,0
2018/8/30,10.5,21.8,26.8,19.3,0.6,2.1,2.7,0,0
2018/8/31,43.5,19.6,22,18.3,0.7,2.3,0,0,0
2018/9/1,21,18.2,19.7,17,0.7,2.7,0,0,0
2018/9/2,0,19.5,23.1,16,0.8,2.3,1.2,0,0
2018/9/3,0,21.8,27.6,18.3,1.1,3.7,4.4,0,0
2018/9/4,60,21.1,22.9,19.6,1.9,8,0,0,0
2018/9/5,6,21.4,29.9,17.6,1.1,3.7,6.9,0,0
2018/9/6,0,20.1,28.3,15.1,0.8,2.9,5.6,0,0
2018/9/7,21,19.2,23.1,16.1,0.9,2.9,0,0,0
2018/9/8,37,18.1,20,16.8,0.7,2.5,0,0,0
2018/9/9,27,17.1,19.8,15.8,0.8,3,0,0,0
2018/9/10,23.5,16.9,18.9,15,1.2,2.8,0,0,0
2018/9/11,0,17.8,23.6,14.9,1.1,3.2,5.7,0,0
2018/9/12,0,16.3,19.5,14.5,1.3,2.5,0,0,0
2018/9/13,15,17.8,23.5,14.1,0.9,1.9,2.5,0,0
2018/9/14,7.5,19.1,24.7,17,0.9,2.4,0.8,0,0
2018/9/15,50,17.2,18.1,16,0.6,1.8,0,0,0
2018/9/16,0.5,19.4,23.2,16.4,0.7,2.3,0.7,0,0
2018/9/17,3,18.1,20.7,14.5,0.8,2,0.1,0,0
2018/9/18,0,15.8,21.7,10.7,0.8,2.9,4.4,0,0
2018/9/19,0,14,22.9,8.4,0.7,3.1,8.8,0,0
2018/9/20,19,14,19,10.4,0.8,3.1,0,0,0
2018/9/21,9,15,17.3,12.7,0.9,2,0,0,0
2018/9/22,17.5,18.7,24.9,15.3,0.9,2.6,7.2,0,0
2018/9/23,0,18.8,25.3,14.5,0.8,2.4,5.8,0,0
2018/9/24,0,18.8,23.4,15.5,0.7,2.3,1.2,0,0
2018/9/25,8.5,14.4,17.2,11.9,0.8,2.4,0,0,0
2018/9/26,6.5,15.1,19.5,11.9,0.9,3.3,0.6,0,0
2018/9/27,13.5,14.2,17.3,10.8,0.7,1.8,0.1,0,0
2018/9/28,0,14.3,21.5,10.1,0.9,2.4,7.9,0,0
2018/9/29,24,13.8,15.7,11.7,0.8,1.9,0,0,0
2018/9/30,46,15.6,18.4,13.3,1,2.8,0,0,0
2018/10/1,16.5,19,26.3,13.5,2.2,5.9,8.7,0,0
2018/10/2,0,15.3,21.4,11.4,1.2,4.5,4.8,0,0
2018/10/3,0,15.1,21.5,12.1,0.8,3.1,6.8,0,0
2018/10/4,0,15.4,18.5,12,1,2.1,0.1,0,0
2018/10/5,0,17.9,22.5,14.7,1.2,2.8,1.4,0,0
2018/10/6,0,20.8,25.5,16.3,1.4,3.7,3.7,0,0
2018/10/7,0,18.6,23.3,13.6,1.5,4.3,5,0,0
2018/10/8,0,16.4,24.2,13.1,0.8,3,7.4,0,0
2018/10/9,0,15.9,22.4,12.5,0.8,3.3,5.1,0,0
2018/10/10,6,15.2,18.6,12.8,0.6,2.2,0.2,0,0
2018/10/11,10.5,13.6,14.9,12.7,0.7,1.9,0,0,0
2018/10/12,0,11.4,15,7.2,1.3,2.6,3.6,0,0
2018/10/13,0,10.6,17.8,4.2,0.9,2.2,5.9,0,0
2018/10/14,0,12.4,19,9.1,0.8,2.9,5.3,0,0
2018/10/15,0,11.9,17,9.4,0.6,2.4,1.2,0,0
2018/10/16,0,11.8,17.9,7.6,0.8,2,3.2,0,0
2018/10/17,0.5,10.6,14.9,7.6,0.7,2.2,1.5,0,0
2018/10/18,2,11.1,18.2,6.2,0.8,2.4,4.4,0,0
2018/10/19,8.5,11.1,17.1,7.9,0.9,2.6,3,0,0
2018/10/20,0,8.8,12.6,3.7,1,2.3,0,0,0
2018/10/21,0,7.6,16.9,0.7,0.8,3.3,8.1,0,0
2018/10/22,0,9.1,18.7,2,0.8,2.3,9.1,0,0
2018/10/23,2.5,10.7,17.9,4.3,1.1,3.4,5.6,0,0
2018/10/24,1,10.5,15.2,6.2,0.8,2.9,1.3,0,0
2018/10/25,0,8.5,15.2,3.7,0.9,2.8,5,0,0
2018/10/26,1.5,11.1,19.3,3.3,1.2,3.9,7.2,0,0
2018/10/27,8,12,17.3,6.2,1.5,3.6,2.6,0,0
2018/10/28,0,8.7,16.2,4.7,0.9,2.3,6.5,0,0
2018/10/29,0,7.7,14.3,2.8,0.8,2.4,2.1,0,0
2018/10/30,3,7.6,12.8,3.1,1.1,3.9,4.1,0,0
2018/10/31,0,5.9,11.6,2.3,1.1,2.7,5.7,0,0
2018/11/1,0,5.9,12.2,1.7,0.8,2.1,7.6,0,0
2018/11/2,0,5.3,14.6,-1.2,0.7,2.5,8.7,0,0
2018/11/3,0,7.1,16.4,0.7,0.7,2.8,7.2,0,0
2018/11/4,0,10.3,16.7,4.2,0.8,3.3,4.1,0,0
2018/11/5,0,12.5,19.7,7.7,0.8,3,5.8,0,0
2018/11/6,19.5,10.8,13.3,8.3,0.7,2.4,0,0,0
2018/11/7,0,10.8,14.8,8.4,0.8,2.4,2.5,0,0
2018/11/8,0,11.8,16.4,8.9,1.2,2.4,2.6,0,0
2018/11/9,4,11.7,13.6,9.3,0.6,1.7,0,0,0
2018/11/10,1,10.5,14.7,4.6,1,2.5,4,0,0
2018/11/11,0,7.2,15.5,2.6,0.7,2.3,6,0,0
2018/11/12,0,9.7,17,4.7,1.3,4.2,5.6,0,0
2018/11/13,0,8.5,12,6.6,1.6,3.4,3.9,0,0
2018/11/14,0,5.6,10.4,-0.2,0.9,1.9,1.9,0,0
2018/11/15,0,4.2,12.4,-1.1,0.6,2.1,5,0,0
2018/11/16,0,5.1,12.7,-0.9,0.7,2.2,7.1,0,0
2018/11/17,0,4.9,8.5,0.6,0.8,2.4,0.3,0,0
2018/11/18,0,7.9,14.2,3.9,0.8,2.5,4.2,0,0
2018/11/19,0,6.5,10,3.8,1.4,3.4,0.4,0,0
2018/11/20,0,3.5,8.7,-1.4,0.9,2.7,2.3,0,0
2018/11/21,0,3.9,13.8,-3.4,0.8,2.4,8.1,0,0
2018/11/22,1.5,4.3,9.5,1.5,1.2,3.4,0.2,0,0
2018/11/23,0,1.9,4.7,0.7,1.5,3.5,0.7,0,0
2018/11/24,0,2.4,8.4,-0.4,0.8,2.8,6.8,0,0
2018/11/25,0,4.7,13.8,-2.7,0.8,1.9,7.6,0,0
2018/11/26,0,5.9,11.8,1.2,0.8,2.6,3.8,0,0
2018/11/27,0,6,17.2,-1.4,0.9,3.5,8.2,0,0
2018/11/28,1,7.1,14.8,0.4,1.4,4,5.1,0,0
2018/11/29,0,5.7,8.8,3.4,1.5,4,5,0,0
2018/11/30,0,4,7.3,1.8,1.4,4.5,2.8,0,0
2018/12/1,1,3.4,9.6,0.3,1.8,4.7,1.3,0,0
2018/12/2,0,3.9,12.6,-2,1,2.8,8.1,0,0
2018/12/3,1.5,6.8,11.1,1.4,0.8,2,0,0,0
2018/12/4,29.5,11.3,16.4,7.9,1.1,4.5,0.4,0,0
2018/12/5,0,5.7,9.8,2.3,2.2,4,0.5,0,0
2018/12/6,6.5,6.4,9.5,2.9,0.8,1.8,0.3,0,0
2018/12/7,0,7.1,12.7,0.3,2.8,6.5,3.1,0,0
2018/12/8,0,1.4,5.1,-0.7,1.8,5.8,2.3,0,0
2018/12/9,0,-1,2.6,-2.5,1.8,4.2,4.5,0,0
2018/12/10,0,-1.3,4,-4.8,1,3.4,8,0,0
2018/12/11,1,0,5.3,-4.8,1.1,2.5,4.4,0,0
2018/12/12,10.5,1,5.2,-1.2,2,5.2,0.2,1,1
2018/12/13,2.5,0.1,5,-3.6,1,3.1,7.5,0,0
2018/12/14,6,-2.1,0,-3.4,1.7,4.1,0,11,9
2018/12/15,0,-3.4,0.5,-8.5,1.4,3.4,3.7,0,0
2018/12/16,1,-1.7,5.7,-10.2,0.8,5.1,3.4,0,0
2018/12/17,8,2.2,7.1,-0.1,0.9,4.3,5.8,0,0
2018/12/18,6.5,0.3,4.3,-1.2,0.9,3.9,3,0,0
2018/12/19,24,0,2.6,-1.7,0.4,3,1.2,12,8
2018/12/20,2,1.8,6.7,-0.1,1.3,3.3,1.8,1,7
2018/12/21,0,0.8,7.5,-2.2,0.9,1.9,5.8,0,0
2018/12/22,4.5,2.6,7.6,-0.7,0.5,1.8,0.3,0,0
2018/12/23,8,2.1,4.5,-0.7,0.8,3.4,0,0,0
2018/12/24,3,-1.4,1.8,-3.6,2,4.1,4.2,0,0
2018/12/25,0,-2.3,3.6,-8.3,0.7,2.1,6.1,0,0
2018/12/26,0,0.9,4.5,-2.1,0.7,2.1,1.3,0,0
2018/12/27,1.5,0.6,6,-3.9,2.2,4.9,2.1,4,4
2018/12/28,8,-5.2,-3.5,-6.2,2.4,4.3,0.1,15,13
2018/12/29,1,-4.4,-2.8,-6.1,2.3,4.7,0,6,12
2018/12/30,1,-3.9,-0.4,-6.2,1.7,4.8,1.4,5,9
2018/12/31,0,-3.9,1,-8.2,1,3.2,4.9,4,8
2019/1/1,6,-4.4,1.2,-11.9,0.6,2.4,2.7,14,16
2019/1/2,3,-2.2,-0.2,-4.6,1.2,3.1,1.1,10,22
2019/1/3,1.5,-3.7,-1.3,-9.9,1.5,3.7,0.2,5,17
2019/1/4,0,-6.2,3.6,-14.5,0.7,2.3,8,3,14
2019/1/5,0.5,-0.5,4,-3,1.9,4.1,2.6,8,13
2019/1/6,0,-3.6,-0.6,-7.7,1.6,4.4,1.3,7,8
2019/1/7,0,-2.4,0.7,-8.3,1.3,3.7,4,5,5
2019/1/8,10.5,-0.9,1.6,-2.8,0.7,1.8,0,16,14
2019/1/9,8.5,-5.9,-1,-13.8,1,3.4,0.7,19,28
2019/1/10,0,-6.7,0.9,-16.7,1.3,3.3,3.7,3,23
2019/1/11,0.5,-0.7,1.6,-4.5,1.8,4.3,5.6,11,20
2019/1/12,0,-3.8,2.8,-10.6,0.6,3.4,4.8,2,15
2019/1/13,0,-2.1,3,-6.7,1,4,5.8,2,13
2019/1/14,0,-2.6,3.8,-7.7,0.8,3.1,7.5,2,10
2019/1/15,0,-1.8,5.4,-9.6,1,4.4,1.3,2,9
2019/1/16,0.5,-2.6,1.1,-7.2,1.9,4.1,0,3,11
2019/1/17,5,-2.3,4.2,-7.4,1.8,6,2.9,12,18
2019/1/18,1.5,-3,-0.2,-5.1,2.8,5.1,2.8,6,20
2019/1/19,0,-2.2,2.5,-5.4,1.1,3.7,4.9,0,15
2019/1/20,19,-1.9,0.7,-4.5,0.6,4.4,0,26,31
2019/1/21,9.5,-3.4,-0.8,-5.3,1.1,3.5,2.2,20,40
2019/1/22,10,-4.5,-1.9,-12.6,0.8,2.7,0,11,51
2019/1/23,4,-4.7,4.8,-13.6,1.3,5.1,0.7,6,45
2019/1/24,1.5,-3.8,-1.9,-4.7,2.9,5.3,1.5,5,49
2019/1/25,2.5,-3.3,1.2,-8,0.9,3,6.6,9,44
2019/1/26,9,-4.3,-2.6,-5.9,1.7,4,0.1,17,54
2019/1/27,0,-4.7,0.1,-12,1.8,3.5,8.2,0,54
2019/1/28,16.5,-4,1.3,-11.9,0.6,2.9,0,26,69
2019/1/29,8.5,-4.4,-0.3,-11.7,1.7,3.6,5.4,4,71
2019/1/30,0,-5.1,5.4,-13.1,0.5,1.5,8.3,0,61
2019/1/31,2,-3.3,0.6,-8.4,1.7,4.2,0,8,57
2019/2/1,0,-4.3,-2,-5.8,2.4,4,7.2,1,56
2019/2/2,1,-1.3,6,-7.5,1.3,6.1,4.7,2,53
2019/2/3,39,-2,6.1,-10.3,0.7,3.1,4.6,2,48
2019/2/4,25,0.9,4.4,-2.1,2.1,4.2,0.2,5,45
2019/2/5,0,-0.6,6,-5.1,0.9,2.5,7.5,0,40
2019/2/6,0,-1,7,-5.7,0.7,3,2,1,38
2019/2/7,3.5,0.4,11.8,-6.8,1.7,5.7,3.1,4,38
2019/2/8,0,-4.5,-1.6,-6.4,2.4,4,0,12,36
2019/2/9,3.5,-4.6,-2.7,-6.7,1,3.1,0,13,43
2019/2/10,0.5,-5,-3,-7.4,2,3.8,4,9,43
2019/2/11,0.5,-3.7,3.7,-9.4,1,6.3,0.1,6,38
